,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,True Label,Buy and Hold,Parameter 1,Parameter 2,Week_Type_value,Week_Type,True Labels Strategy,Logistic_Regression_pred,KNN prediction p_1.5,Linear_Model_pred
1047,2019-03-04,2019,3,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,9,2019-09,10.67,10.67,10.67,10.67,0.0,9.28,-0.0009362845960186883,9.188571428571429,8.869200000000003,-,0,88.0,0,2.09,green,4585,0,0,17.84
1048,2019-03-05,2019,3,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,9,2019-09,10.66,10.66,10.66,10.66,0.0,9.27,-0.0009371620464067033,9.204285714285717,8.8842,-,0,88.0,0,2.09,green,4589,0,0,17.84
1049,2019-03-06,2019,3,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,9,2019-09,10.59,10.59,10.59,10.59,0.0,9.21,-0.006566699467418169,9.215,8.901,-,0,88.0,0,2.09,green,4593,0,0,17.84
1050,2019-03-07,2019,3,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,9,2019-09,10.5,10.5,10.5,10.5,0.0,9.13,-0.008498589436069516,9.218571428571428,8.918800000000003,-,0,88.0,0,2.09,green,4623,0,0,17.84
1051,2019-03-08,2019,3,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,9,2019-09,10.45,10.45,10.45,10.45,0.0,9.09,-0.0047617804355113424,9.215714285714286,8.937999999999997,-,0,88.0,0,2.09,green,4662,0,0,17.84
1052,2019-03-11,2019,3,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,10,2019-10,10.61,10.61,10.61,10.61,0.0,9.23,0.015310896938806941,9.22,8.954600000000003,+,0,86.0,0,1.6,green,4684,0,0,17.423
1053,2019-03-12,2019,3,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,10,2019-10,10.64,10.64,10.64,10.64,0.0,9.25,0.0028275920230878,9.222857142857142,8.970600000000003,+,0,86.0,0,1.6,green,4755,0,0,17.423
1054,2019-03-13,2019,3,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,10,2019-10,10.71,10.71,10.71,10.71,0.0,9.31,0.006578836850102078,9.231428571428571,8.9892,+,0,86.0,0,1.6,green,4768,0,0,17.423
1055,2019-03-14,2019,3,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,10,2019-10,10.68,10.68,10.68,10.68,0.0,9.29,-0.002801088326942036,9.235,9.006,-,0,86.0,0,1.6,green,4799,0,0,17.423
1056,2019-03-15,2019,3,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,10,2019-10,10.71,10.71,10.71,10.71,0.0,9.31,0.002808956462099,9.239999999999998,9.023,+,0,86.0,0,1.6,green,4812,0,0,17.423
1057,2019-03-18,2019,3,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,11,2019-11,10.75,10.75,10.75,10.75,0.0,9.35,0.003734955079995661,9.248571428571427,9.043,+,0,82.0,0,1.54,green,4825,0,0,16.632
1058,2019-03-19,2019,3,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,11,2019-11,10.75,10.75,10.75,10.75,0.0,9.35,0.0,9.256428571428572,9.0572,+,0,82.0,0,1.54,green,4843,0,0,16.632
1059,2019-03-20,2019,3,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,11,2019-11,10.8,10.8,10.8,10.8,0.0,9.39,0.004651142864050106,9.267857142857142,9.0712,+,0,82.0,0,1.54,green,4843,0,0,16.632
1060,2019-03-21,2019,3,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,11,2019-11,10.89,10.89,10.89,10.89,0.0,9.47,0.008333338409993951,9.280714285714286,9.0852,+,0,82.0,0,1.54,green,4865,0,0,16.632
1061,2019-03-22,2019,3,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,11,2019-11,10.69,10.69,10.69,10.69,0.0,9.3,-0.018365495194928142,9.282142857142855,9.0954,-,0,82.0,0,1.54,green,4905,0,0,16.632
1062,2019-03-25,2019,3,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,12,2019-12,10.73,10.73,10.73,10.73,0.0,9.33,0.003741737342901841,9.286428571428573,9.1054,+,0,79.0,0,1.54,green,4995,0,0,16.029
1063,2019-03-26,2019,3,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,12,2019-12,10.81,10.81,10.81,10.81,0.0,9.4,0.007455884458471119,9.3,9.1172,+,0,79.0,0,1.54,green,5013,0,0,16.029
1064,2019-03-27,2019,3,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,12,2019-12,10.74,10.74,10.74,10.74,0.0,9.34,-0.006475579405959442,9.315,9.1292,-,0,79.0,0,1.54,green,5050,0,0,16.029
1065,2019-03-28,2019,3,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,12,2019-12,10.76,10.76,10.76,10.76,0.0,9.36,0.001862209941581261,9.334285714285716,9.1396,+,0,79.0,0,1.54,green,5082,0,0,16.029
1066,2019-03-29,2019,3,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,12,2019-12,10.81,10.81,10.81,10.81,0.0,9.4,0.004646922359158534,9.346428571428572,9.151,+,0,79.0,0,1.54,green,5091,0,0,16.029
1067,2019-04-01,2019,4,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,13,2019-13,10.92,10.92,10.92,10.92,0.0,9.5,0.01017567863386448,9.364285714285717,9.1628,+,0,75.0,0,1.2,green,5114,0,0,15.238
1068,2019-04-02,2019,4,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,13,2019-13,10.93,10.93,10.93,10.93,0.0,9.51,0.0009158072856285672,9.37857142857143,9.1736,+,0,75.0,0,1.2,green,5166,0,0,15.238
1069,2019-04-03,2019,4,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,13,2019-13,10.92,10.92,10.92,10.92,0.0,9.5,-0.000914969350031658,9.393571428571429,9.1868,-,0,75.0,0,1.2,green,5170,0,0,15.238
1070,2019-04-04,2019,4,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,13,2019-13,10.95,10.95,10.95,10.95,0.0,9.52,0.002747221021954571,9.40857142857143,9.2004,+,0,75.0,0,1.2,green,5174,0,0,15.238
1071,2019-04-05,2019,4,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,13,2019-13,10.99,10.99,10.99,10.99,0.0,9.56,0.003652992729164417,9.42357142857143,9.2148,+,0,75.0,0,1.2,green,5188,0,0,15.238
1072,2019-04-08,2019,4,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,14,2019-14,10.99,10.99,10.99,10.99,0.0,9.56,0.0,9.438571428571429,9.2278,+,0,73.0,0,1.1,green,5206,0,0,14.821
1073,2019-04-09,2019,4,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,14,2019-14,10.92,10.92,10.92,10.92,0.0,9.5,-0.006369419760786532,9.446428571428571,9.2406,-,0,73.0,0,1.1,green,5206,0,0,14.821
1074,2019-04-10,2019,4,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,14,2019-14,10.94,10.94,10.94,10.94,0.0,9.51,0.001831413736326004,9.449285714285713,9.254,+,0,73.0,0,1.1,green,5239,0,0,14.821
1075,2019-04-11,2019,4,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,14,2019-14,10.93,10.93,10.93,10.93,0.0,9.51,-0.0009139326618664568,9.464285714285714,9.2648,-,0,73.0,0,1.1,green,5248,0,0,14.821
1076,2019-04-12,2019,4,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,14,2019-14,11.01,11.01,11.01,11.01,0.0,9.58,0.0073192531723200735,9.482142857142858,9.2756,+,0,73.0,0,1.1,green,5252,0,0,14.821
1077,2019-04-15,2019,4,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,15,2019-15,10.98,10.98,10.98,10.98,0.0,9.55,-0.002724863756812135,9.492857142857146,9.2858,-,0,71.0,0,1.2,green,5290,0,0,14.403
1078,2019-04-16,2019,4,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,15,2019-15,10.99,10.99,10.99,10.99,0.0,9.56,0.0009108029317068668,9.508571428571429,9.2956,+,0,71.0,0,1.2,green,5304,0,0,14.403
1079,2019-04-17,2019,4,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,15,2019-15,10.96,10.96,10.96,10.96,0.0,9.53,-0.002729722818090141,9.520714285714286,9.304,-,0,71.0,0,1.2,green,5308,0,0,14.403
1080,2019-04-18,2019,4,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,15,2019-15,10.96,10.96,10.96,10.96,0.0,9.53,0.0,9.53,9.3138,+,0,71.0,0,1.2,green,5322,0,0,14.403
1081,2019-04-22,2019,4,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,16,2019-16,11.01,11.01,11.01,11.01,0.0,9.58,0.004562024351407068,9.535714285714286,9.3268,+,0,68.0,0,1.08,green,5322,0,0,13.799
1082,2019-04-23,2019,4,23,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,16,2019-16,11.12,11.12,11.12,11.12,0.0,9.67,0.009990934716212374,9.547142857142855,9.3412,+,0,68.0,0,1.08,green,5346,0,0,13.799
1083,2019-04-24,2019,4,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,16,2019-16,11.09,11.09,11.09,11.09,0.0,9.64,-0.002697810511501197,9.557142857142855,9.3546,-,0,68.0,0,1.08,green,5399,0,0,13.799
1084,2019-04-25,2019,4,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,16,2019-16,11.06,11.06,11.06,11.06,0.0,9.62,-0.0027052072594754284,9.564285714285717,9.366,-,0,68.0,0,1.08,green,5413,0,0,13.799
1085,2019-04-26,2019,4,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,16,2019-16,11.09,11.09,11.09,11.09,0.0,9.64,0.0027125452565952557,9.57,9.3776,+,0,68.0,0,1.08,green,5427,0,0,13.799
1086,2019-04-29,2019,4,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,17,2019-17,11.1,11.1,11.1,11.1,0.0,9.65,0.0009016698343928821,9.57642857142857,9.389,+,0,67.0,0,1.21,green,5441,0,0,13.568
1087,2019-04-30,2019,4,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,17,2019-17,11.07,11.07,11.07,11.07,0.0,9.63,-0.002702770253068976,9.585714285714284,9.399,-,0,67.0,0,1.21,green,5445,0,0,13.568
1088,2019-05-01,2019,5,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,17,2019-17,10.94,10.94,10.94,10.94,0.0,9.51,-0.011743480923344094,9.585714285714287,9.4058,-,0,67.0,0,1.21,green,5459,0,0,13.568
1089,2019-05-02,2019,5,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,17,2019-17,10.91,10.91,10.91,10.91,0.0,9.49,-0.002742198921182548,9.584285714285716,9.4114,-,0,67.0,0,1.21,green,5523,0,0,13.568
1090,2019-05-03,2019,5,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,17,2019-17,11.01,11.01,11.01,11.01,0.0,9.58,0.009165965026508792,9.584285714285716,9.4192,+,0,67.0,0,1.21,green,5538,0,0,13.568
1091,2019-05-06,2019,5,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,18,2019-18,10.99,10.99,10.99,10.99,0.0,9.56,-0.0018165426390035488,9.585,9.4256,-,0,66.0,0,1.44,green,5588,0,0,13.337
1092,2019-05-07,2019,5,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,18,2019-18,10.83,10.83,10.83,10.83,0.0,9.42,-0.014558687992921369,9.575,9.429200000000002,-,0,66.0,0,1.44,green,5598,0,0,13.337
1093,2019-05-08,2019,5,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,18,2019-18,10.8,10.8,10.8,10.8,0.0,9.39,-0.002770051128189843,9.565,9.4324,-,0,66.0,0,1.44,green,5679,0,0,13.337
1094,2019-05-09,2019,5,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,18,2019-18,10.77,10.77,10.77,10.77,0.0,9.37,-0.002777745625593853,9.553571428571429,9.435,-,0,66.0,0,1.44,green,5694,0,0,13.337
1095,2019-05-10,2019,5,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,18,2019-18,10.77,10.77,10.77,10.77,0.0,9.37,0.0,9.538571428571428,9.4378,+,0,66.0,0,1.44,green,5709,0,0,13.337
1096,2019-05-13,2019,5,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,19,2019-19,10.55,10.55,10.55,10.55,0.0,9.18,-0.02042714676047863,9.50357142857143,9.4356,-,0,63.0,0,1.51,green,5709,0,0,12.733
1097,2019-05-14,2019,5,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,19,2019-19,10.6,10.6,10.6,10.6,0.0,9.22,0.004739420235384984,9.473571428571429,9.4344,+,0,63.0,0,1.51,green,5825,0,0,12.733
1098,2019-05-15,2019,5,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,19,2019-19,10.69,10.69,10.69,10.69,0.0,9.3,0.008490467078103636,9.450714285714287,9.435,+,0,63.0,0,1.51,green,5852,0,0,12.733
1099,2019-05-16,2019,5,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,19,2019-19,10.78,10.78,10.78,10.78,0.0,9.38,0.008419088533011545,9.43214285714286,9.4384,+,0,63.0,0,1.51,green,5901,0,0,12.733
1100,2019-05-17,2019,5,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,19,2019-19,10.7,10.7,10.7,10.7,0.0,9.31,-0.007421200101111247,9.407857142857145,9.442,-,0,63.0,0,1.51,green,5950,0,0,12.733
1101,2019-05-20,2019,5,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,20,2019-20,10.65,10.65,10.65,10.65,0.0,9.26,-0.004672980043962771,9.381428571428572,9.4454,-,0,62.0,0,1.74,green,5994,0,0,12.501
1102,2019-05-21,2019,5,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,20,2019-20,10.72,10.72,10.72,10.72,0.0,9.32,0.006572969402095286,9.367857142857146,9.4472,+,0,62.0,0,1.74,green,6022,0,0,12.501
1103,2019-05-22,2019,5,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,20,2019-20,10.67,10.67,10.67,10.67,0.0,9.28,-0.004664261261641878,9.352857142857145,9.4478,-,0,62.0,0,1.74,green,6061,0,0,12.501
1104,2019-05-23,2019,5,23,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,20,2019-20,10.54,10.54,10.54,10.54,0.0,9.17,-0.01218362045461252,9.323571428571428,9.445,-,0,62.0,0,1.74,green,6089,0,0,12.501
1105,2019-05-24,2019,5,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,20,2019-20,10.55,10.55,10.55,10.55,0.0,9.18,0.0009487209017915443,9.296428571428573,9.4428,+,0,62.0,0,1.74,green,6163,0,0,12.501
1106,2019-05-28,2019,5,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,21,2019-21,10.52,10.52,10.52,10.52,0.0,9.15,-0.00284356898986049,9.277142857142858,9.4396,-,0,58.0,0,1.81,green,6168,0,0,11.711
1107,2019-05-29,2019,5,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,21,2019-21,10.46,10.46,10.46,10.46,0.0,9.1,-0.00570346010121281,9.256428571428572,9.4346,-,0,58.0,0,1.81,green,6185,0,0,11.711
1108,2019-05-30,2019,5,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,21,2019-21,10.44,10.44,10.44,10.44,0.0,9.08,-0.0019121635512063808,9.235714285714286,9.429200000000002,-,0,58.0,0,1.81,green,6220,0,0,11.711
1109,2019-05-31,2019,5,31,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,21,2019-21,10.34,10.34,10.34,10.34,0.0,8.99,-0.009578399387523584,9.208571428571428,9.4212,-,0,58.0,0,1.81,green,6231,0,0,11.711
1110,2019-06-03,2019,6,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2019-22,10.25,10.25,10.25,10.25,0.0,8.91,-0.008704067023702189,9.189285714285717,9.41,-,0,56.0,0,1.57,green,6290,0,0,11.293
1111,2019-06-04,2019,6,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2019-22,10.43,10.43,10.43,10.43,0.0,9.07,0.017560986046959437,9.178571428571429,9.4054,+,0,56.0,0,1.57,green,6344,0,0,11.293
1112,2019-06-05,2019,6,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2019-22,10.47,10.47,10.47,10.47,0.0,9.11,0.0038350115517147287,9.165,9.401,+,0,56.0,0,1.57,green,6455,0,0,11.293
1113,2019-06-06,2019,6,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2019-22,10.52,10.52,10.52,10.52,0.0,9.15,0.004775633815148783,9.148571428571428,9.396,+,0,56.0,0,1.57,green,6479,0,0,11.293
1114,2019-06-07,2019,6,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2019-22,10.64,10.64,10.64,10.64,0.0,9.25,0.01140681596681148,9.144285714285713,9.3942,+,0,56.0,0,1.57,green,6509,0,0,11.293
1115,2019-06-10,2019,6,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2019-23,10.67,10.67,10.67,10.67,0.0,9.28,0.002819516230047725,9.145714285714286,9.3926,+,0,52.0,0,1.35,green,6583,0,0,10.503
1116,2019-06-11,2019,6,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2019-23,10.68,10.68,10.68,10.68,0.0,9.29,0.0009371620464067033,9.143571428571429,9.3904,+,0,52.0,0,1.35,green,6601,0,0,10.503
1117,2019-06-12,2019,6,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2019-23,10.64,10.64,10.64,10.64,0.0,9.25,-0.0037452410581175774,9.141428571428571,9.3854,-,0,52.0,0,1.35,green,6607,0,0,10.503
1118,2019-06-13,2019,6,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2019-23,10.68,10.68,10.68,10.68,0.0,9.29,0.003759320620054573,9.15,9.381,+,0,52.0,0,1.35,green,6631,0,0,10.503
1119,2019-06-14,2019,6,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2019-23,10.67,10.67,10.67,10.67,0.0,9.28,-0.0009362845960186883,9.157142857142855,9.376600000000002,-,0,52.0,0,1.35,green,6655,0,0,10.503
1120,2019-06-17,2019,6,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2019-24,10.71,10.71,10.71,10.71,0.0,9.31,0.0037487509558920004,9.168571428571427,9.3724,+,0,49.0,0,1.09,green,6661,0,0,9.899
1121,2019-06-18,2019,6,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2019-24,10.8,10.8,10.8,10.8,0.0,9.39,0.008403469753713422,9.189285714285717,9.369,+,0,49.0,0,1.09,green,6685,0,0,9.899
1122,2019-06-19,2019,6,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2019-24,10.81,10.81,10.81,10.81,0.0,9.4,0.0009259828973395834,9.212142857142855,9.3658,+,0,49.0,0,1.09,green,6741,0,0,9.899
